name,status,address,city,state,postal_code,longitude,latitude,telephone,price,rating_value,review_count,website,tags,day,hours,accommodations,unacommodations
Wedding Oak Winery,229 S Pierce St,Burnet,TX,78611,(512) 715-3303,,4,13,1,30.756846,-98.226043,http://www.weddingoakwinery.co…,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 6:00 PM|Closed|Closed|11:00 AM - 6:00 PM|10:00 AM - 7:00 PM|10:00 AM - 7:00 PM|11:00 AM - 5:00 PM|,,
Taste of Bliss Winery,,Round Rock,TX,78664,(512) 850-1700,,,,1,0,0,https://tasteofblisswinery.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,8:00 AM - 6:00 PM|8:00 AM - 6:00 PM|8:00 AM - 6:00 PM|8:00 AM - 6:00 PM|8:00 AM - 6:00 PM|Closed|Closed|,Accepts Credit Cards|Wheelchair Accessible|,No Wi-Fi|
Ethyl Ambrosia,12440 Trail Driver StSte 207,Austin,TX,78737,(512) 387-4130,,4.5,2,1,30.231694,-98.005090,https://ethylambrosia.com,Wine Tasting Room|Wine Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|2:00 PM - 6:00 PM|2:00 PM - 6:00 PM|12:00 PM - 6:00 PM|Closed|,Offers Takeout|Accepts Credit Cards|Classy|Offers Catering|Bike Parking|Free Wi-Fi|Beer & Wine Only|Dogs Allowed|Wheelchair Accessible|TV|Women-owned|,No Outdoor Seating|No Smoking|
Desert Door,211 Darden Hill RdA200,Driftwood,TX,78619,(512) 829-6129,Moderate,5,230,1,30.151326,-98.048232,http://www.desertdoor.com,Distilleries|Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|3:30 PM - 8:00 PM|11:30 AM - 8:00 PM|11:30 AM - 8:00 PM|12:00 PM - 6:00 PM|,Takes Reservations|Offers Takeout|Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Classy|Moderate Noise|Good for Groups|Good For Kids|Private Lot Parking|Free Wi-Fi|Live Music|Smoking Outside Only|Dogs Allowed|Wheelchair Accessible|Offers Military Discount|Open to All|,No TV|
Blurred Vines,901 E 7th St Austin Tx 78702,Austin,TX,78702,(512) 789-1395,,5,1,1,30.266112,-97.733056,http://blurred-vines.com,Wine Tasting Room|Wine Bars|Venues & Event Spaces|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|1:00 PM - 8:00 PM|1:00 PM - 8:00 PM|1:00 PM - 8:00 PM|1:00 PM - 8:00 PM|1:00 PM - 6:00 PM|,"Takes Reservations|All staff fully vaccinated|Accepts Credit Cards|Offers Catering|Garage Parking, Street Parking|Free Wi-Fi|Wheelchair Accessible|",No Delivery|No Takeout|Masks required|Staff wears masks|No Outdoor Seating|No Happy Hour|No Smoking|Heated outdoor seating|Covered outdoor seating|
Salt and Time,1912 E 7th St,Austin,TX,78702,(512) 524-1383,$11-30,3.5,546,1,30.262623,-97.720836,http://www.saltandtime.com,"Butcher|American (New)|Beer, Wine & Spirits|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|,"Takes Reservations|Offers Takeout|Masks required|Staff wears masks|Accepts Credit Cards|Accepts Apple Pay|Outdoor Seating|Hipster, Classy, Casual|Moderate Noise|Offers Catering|Good for Groups|Good for Lunch, Dinner|Private Lot Parking|Bike Parking|Waiter Service|Happy Hour Specials|Full Bar|Dogs Allowed|Wheelchair Accessible|Open to All|",No Delivery|Accepts Cryptocurrency|Not Good For Kids|No Wi-Fi|No TV|
Heart of Texas Wine Tours,,Marble Falls,TX,78654,(512) 755-0937,,4,32,1,30.546296,-98.104477,https://heartoftexaswinetours.…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|,,
Wanderlust Wine Collective,702 Shady Ln,Austin,TX,78702,(956) 212-7848,,4.5,14,1,30.254101,-97.697464,http://wanderlustwine.com,Wine Tasting Room|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|,Moderate Noise|Street Parking|Free Wi-Fi|,No Delivery|No Takeout|Masks required|Staff wears masks|Covered outdoor seating|
Water 2 Wine,3300 W Anderson LnSte 304,Austin,TX,78757,(512) 465-9463,Moderate,4.5,63,1,30.362140,-97.742414,http://www.water2wine.com/,"Beer, Wine & Spirits|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|1:00 PM - 8:00 PM|1:00 PM - 8:00 PM|1:00 PM - 8:00 PM|1:00 PM - 8:00 PM|1:00 PM - 7:00 PM|Closed|,Offers Delivery|Offers Takeout|Many Vegetarian Options|Accepts Credit Cards|Good For Kids|Private Lot Parking|Bike Parking|,Accepts Apple Pay|Offers Catering|
Graveyard Vineyards,5258 Bell Springs Rd,Dripping Springs,TX,78620,(512) 858-0612,,4,13,1,30.210760,-98.120778,http://www.graveyardvineyards.…,Wine Tasting Room|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 5:00 PM|Closed|Closed|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|,Private Lot Parking|,
Parmeson Wines,5300 Bell Springs Rd,Dripping Springs,TX,78620,(512) 894-2088,,4.5,5,1,30.209576,-98.119454,https://parmesonwines.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|,Accepts Credit Cards|,Offers Catering|
JJ The Wine Man,9900 McNeil Dr,Austin,TX,78750,(443) 629-3379,,,,1,30.395068,-97.833098,http://jjthewineman.com,"Wine Tasting Room|Wine Tasting Classes|Beer, Wine & Spirits|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,6:00 AM - 12:00 AM ()|6:00 AM - 12:00 AM ()|6:00 AM - 12:00 AM ()|6:00 AM - 12:00 AM ()|6:00 AM - 12:00 AM ()|6:00 AM - 12:00 AM ()|6:00 AM - 12:00 AM ()|,Accepts Credit Cards|,No Takeout|Offers Catering|No Bike Parking|Not Wheelchair Accessible|
Express Limo,11815 Ranch Rd 620 NSte 6,Austin,TX,78701,(512) 774-0266,,3,6,1,30.458056,-97.822635,https://expresslimotx.com,Limos|Party Bus Rentals|Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Accepts Credit Cards|,Accepts Android Pay|No Wi-Fi|
Cordier Estates,6207 Bee Caves Rd,Austin,TX,78746,(512) 330-9885,,,,1,30.295679,-97.830804,,Wineries|,||||||,||||||,,
Vine Vault Austin,501 Congress AveSte 100-A,Austin,TX,78701,(512) 693-2841,,4,4,1,30.267204,-97.742604,https://www.vinevault.com/aust…,Wine Tasting Room|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|Closed|,Accepts Credit Cards|Bike Parking|Free Wi-Fi|Wheelchair Accessible|,No Takeout|Offers Catering|Not Good For Kids|
Gray Line Tours - Austin,1135 GunterSte 102,Austin,TX,78702,(800) 341-6000,,5,1,1,30.267677,-97.697252,http://www.graylineaustin.com,Bus Tours|Historical Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,8:30 AM - 6:30 PM|8:30 AM - 6:30 PM|8:30 AM - 6:30 PM|8:30 AM - 6:30 PM|8:30 AM - 6:30 PM|8:30 AM - 6:30 PM|8:30 AM - 6:30 PM|,,
Bell Springs Brewing Company,3700 Bell Springs Rd,Dripping Springs,TX,78620,(512) 777-0018,,5,5,1,30.238990,-98.125869,https://bellspringsbrewing.com,"Beer, Wine & Spirits|Wineries|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|,Masks required|Staff wears masks|Accepts Credit Cards|Offers Catering|Free Wi-Fi|Happy Hour Specials|Wheelchair Accessible|,No Delivery|No Takeout|
Lucky Arrow Retreat,3600 Bell Springs Rd,Dripping Springs,TX,78620,(512) 400-4197,,4.5,37,1,30.240102,-98.124889,https://luckyarrowretreat.com,Venues & Event Spaces|Vacation Rentals|Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,8:00 AM - 6:00 PM|8:00 AM - 6:00 PM|8:00 AM - 6:00 PM|8:00 AM - 6:00 PM|8:00 AM - 6:00 PM|8:00 AM - 6:00 PM|8:00 AM - 6:00 PM|,Accepts Credit Cards|Free Wi-Fi|Wheelchair Accessible|,
Hyde Park Market,4429 Duval St,Austin,TX,78751,(512) 524-4217,Moderate,4,97,1,30.306746,-97.724538,,"Beer, Wine & Spirits|Convenience Stores|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,6:00 AM - 12:00 AM ()|6:00 AM - 12:00 AM ()|6:00 AM - 12:00 AM ()|6:00 AM - 12:00 AM ()|6:00 AM - 12:00 AM ()|6:00 AM - 1:00 AM ()|6:00 AM - 12:00 AM ()|,Offers Takeout|Accepts Credit Cards|Private Lot Parking|Bike Parking|,Accepts Android Pay|Offers Catering|
L'Avventura Dolce,,Austin,TX,78745,(512) 569-9218,,4.5,5,1,30.208641,-97.800293,http://www.thesweetadventure.c…,Tours|Limos|,||||||,||||||,,
Bluebonnet Limos and Wine Tours,,Austin,TX,78758,(512) 420-0200,,4,10,1,30.387069,-97.703656,http://www.bluebonnetwinetours…,Wine Tours|Limos|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,,
Austin Wine Tours,,Austin,TX,73301,(512) 537-2095,,4,12,1,0,0,http://www.winetoursaustintx.c…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|,,
Slowpokes Wine Tours,100 Commons RdSte 7-345,Dripping Springs,TX,78620,(214) 226-0322,,5,16,1,30.191697,-98.084726,http://www.slowpokeswinerytour…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|,,
AJE Transportation,,Spicewood,TX,78669,(512) 296-7871,,5,21,1,30.476050,-98.156574,http://ajetransportationcharte…,Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,6:00 AM - 10:00 PM|6:00 AM - 10:00 PM|6:00 AM - 10:00 PM|6:00 AM - 10:00 PM|6:00 AM - 10:00 PM|6:00 AM - 10:00 PM|6:00 AM - 10:00 PM|,,
Austin Detours,3605 Manchaca Rd,Austin,TX,78704,(512) 962-8636,,5,465,1,30.237356,-97.782529,http://www.austindetours.com,Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|Closed|Closed|,Open to All|,No Wi-Fi|
Personal Wine,3636 Dime CirSte A,Austin,TX,78744,(512) 476-9463,Moderate,4.5,42,1,30.205094,-97.711037,https://www.personalwine.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 6:00 PM|9:00 AM - 6:00 PM|9:00 AM - 6:00 PM|9:00 AM - 6:00 PM|9:00 AM - 6:00 PM|Closed|Closed|,Accepts Credit Cards|Street Parking|Wheelchair Accessible|,No Takeout|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Offers Catering|Not Good For Kids|No Bike Parking|No Wi-Fi|Dogs Not Allowed|
Austin Custom Winery,5207 Brodie Ln 130Ste 130,Sunset Valley,TX,78745,(512) 394-0600,Moderate,3.5,22,1,30.230669,-97.817245,https://austincustomwinery.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|11:30 AM - 6:00 PM|11:30 AM - 6:00 PM|11:30 AM - 6:00 PM|11:30 AM - 6:00 PM|11:30 AM - 6:00 PM|1:00 PM - 5:00 PM|,Offers Delivery|Offers Takeout|Accepts Credit Cards|Bike Parking|Wheelchair Accessible|,Accepts Apple Pay|Not Good For Kids|
Texas Winos,,Austin,TX,78701,(888) 777-9037,,3.5,325,1,0,0,http://www.texaswinos.com,Party & Event Planning|Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 6:00 PM|9:00 AM - 6:00 PM|9:00 AM - 6:00 PM|9:00 AM - 6:00 PM|9:00 AM - 6:00 PM|9:00 AM - 3:00 PM|Closed|,Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|,
Austin Party Bus,2209 Gardenia Dr,Austin,TX,78727,(512) 968-3660,,4,36,1,30.432957,-97.688022,http://www.austinpartybus.com,Party Bus Rentals|Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 7:00 PM|9:00 AM - 7:00 PM|9:00 AM - 7:00 PM|9:00 AM - 7:00 PM|9:00 AM - 7:00 PM|9:00 AM - 7:00 PM|Closed|,Accepts Credit Cards|,
Experience Austin,,Austin,TX,78701,(512) 276-5368,,4.5,22,1,0,0,http://www.experienceatx.com,Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Masks required|Staff wears masks|Women-owned|Offers Military Discount|Open to All|,No Wi-Fi|
Watson Limousine of Austin,,Austin,TX,78701,(512) 317-5864,,5,6,1,30.272921,-97.744386,http://www.watsonlimo.com,Limos|Wine Tours|Airport Shuttles|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,,Masks required|Staff wears masks|No Wi-Fi|
Austin Detours,602 E 4th St,Austin,TX,78701,(512) 962-8636,,5,12,1,30.264628,-97.737411,https://austindetours.com,Bus Tours|Historical Tours|Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|,,
Specialty Blends,141 Dos Lagos,Dripping Springs,TX,78620,(877) 245-6682,,,,1,30.197316,-98.164758,http://www.ilovemargaritas.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Closed|,Offers Delivery|Accepts Credit Cards|,No Takeout|Offers Catering|No Bike Parking|No Wi-Fi|No Happy Hour|
Eyster Kevin Treana Winery,2101 Lauranne Ln,Austin,TX,78733,(512) 454-9990,,,,1,30.346245,-97.867717,,Wineries|,||||||,||||||,,
Texas Made Rides,21 Waller St.Apt. 1212,Austin,TX,78702,(512) 809-4111,,5,1,1,30.253440,-97.733152,https://texas-made-rides-llc.b…,Party Bus Rentals|Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|12:00 AM - 12:00 AM ()|,Accepts Credit Cards|,Accepts Cryptocurrency|No Wi-Fi|
Apexcursions,,Austin,TX,78729,(512) 735-2861,,,,1,0,0,https://apexcursions.tours,Wine Tours|Beer Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Staff wears masks|,
Flat Creek Guided Wine Tasting,24912 Singleton Bend E,Marble Falls,TX,78654,(512) 267-6310,,,,1,30.479438,-98.044281,http://www.flatcreekestate.com,Wine Tasting Room|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|,,
VGS Tours,,Austin,TX,78757,(512) 552-9750,,5,2,1,30.356821,-97.730807,https://vgstours.com,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,7:00 AM - 9:00 PM|7:00 AM - 9:00 PM|7:00 AM - 9:00 PM|7:00 AM - 9:00 PM|7:00 AM - 9:00 PM|8:00 AM - 6:00 PM|8:00 AM - 6:00 PM|,,
Grandeur Cellars,6535 Comanche Trl,Austin,TX,78726,(512) 563-9889,,,,1,30.404341,-97.870889,http://www.grandeurcellars.com…,"Contractors|Beer, Wine & Spirits|Wineries|",||||||,||||||,,
Livin'It,602 E 4th St,Austin,TX,78701,(888) 256-2726,,,,1,30.264628,-97.737411,http://www.livinitwinetours.co…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,8:30 AM - 7:00 PM|8:30 AM - 7:00 PM|8:30 AM - 7:00 PM|8:30 AM - 7:00 PM|8:30 AM - 7:00 PM|Closed|Closed|,,
Keep Austin Wet Party Bus Rentals,,Austin,TX,78734,(512) 815-5935,,5,5,1,30.308131,-97.681943,http://austinwetbus.com/,Party Bus Rentals|Wine Tours|Beer Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,8:30 AM - 8:30 PM|8:30 AM - 8:30 PM|8:30 AM - 8:30 PM|8:30 AM - 8:30 PM|8:30 AM - 8:30 PM|8:30 AM - 8:30 PM|8:30 AM - 8:30 PM|,Accepts Credit Cards|Open to All|,Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|No Wi-Fi|
Total Wine and More,5601 Brodie LnSte 800,Sunset Valley,TX,78745,(512) 892-8763,Moderate,4,75,1,30.225440,-97.820980,http://www.totalwine.com,"Beer, Wine & Spirits|Tobacco Shops|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|Closed|,Offers Delivery|Offers Takeout|Masks required|Many Vegetarian Options|Accepts Credit Cards|Accepts Apple Pay|Private Lot Parking|Wheelchair Accessible|,Accepts Cryptocurrency|Offers Catering|No Bike Parking|
360 Transportation,503 ColoradoSte 107,Austin,TX,78701,(512) 216-9495,,4.5,8,1,30.267941,-97.744204,,Buses|Wine Tours|Party Bus Rentals|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|,Staff wears masks|,Masks required|No Wi-Fi|
Texas Grape and Green Tours,,Austin,TX,78702,(512) 365-8380,,,,1,0,0,,Caterers|Wineries|Tours|,||||||,||||||,,
Whitestone Brewery,"601 E Whitestone BlvdSte 500, Bldg 5",Cedar Park,TX,78613,(512) 765-4828,Moderate,4.5,136,1,30.523771,-97.825200,http://www.whitestonebrewery.c…,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,12:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 9:30 PM|12:00 PM - 9:30 PM|12:00 PM - 10:30 PM|12:00 PM - 10:30 PM|12:00 PM - 9:00 PM|,Offers Takeout|Masks required|Staff wears masks|Limited Vegetarian Options|Accepts Credit Cards|Moderate Noise|Good For Kids|Good for Working|Bike Parking|Happy Hour Specials|Dogs Allowed|Wheelchair Accessible|Offers Military Discount|Covered outdoor seating|,No Delivery|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Offers Catering|
Hedgehog Brewing,3200 Woodall DrC-1,Cedar Park,TX,78613,,,5,7,1,30.515311,-97.877283,http://hedgehogatx.com,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|Closed|4:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 6:00 PM|,,
Red Horn Coffee House and Brewing Company,13010 W Parmer LnSte 800,Cedar Park,TX,78613,(512) 986-7038,Moderate,4.5,458,1,30.534124,-97.780498,http://www.redhornbrew.com,Coffee & Tea|Pubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 10:00 PM|7:30 AM - 10:00 PM|7:30 AM - 9:00 PM|,"Offers Takeout|Masks required|Accepts Credit Cards|Accepts Apple Pay|Outdoor Seating|Classy, Casual|Loud|Good for Groups|Good For Kids|Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Best nights on Thursday, Friday, Saturday|Beer & Wine Only|Drive-Thru|Dogs Allowed|TV|",No Reservations|No Delivery|Offers Catering|Not Good For Dancing|Not Good For Working|No Pool Table|No Happy Hour|No Smoking|
The Brewtique,401 Cypress Creek RdSte 100,Cedar Park,TX,78613,(512) 291-2622,,5,20,1,30.497568,-97.820929,https://www.thebrewtiquecedarp…,Beer Bar|Beverage Store|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|1:00 PM - 10:00 PM|1:00 PM - 10:00 PM|1:00 PM - 10:00 PM|12:00 PM - 11:00 PM|12:00 PM - 11:00 PM|12:00 PM - 8:00 PM|,Offers Takeout|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Outdoor Seating|Moderate Noise|Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Happy Hour Specials|Beer & Wine Only|Wheelchair Accessible|TV|Offers Military Discount|,No Reservations|No Delivery|Accepts Cryptocurrency|Offers Catering|No Smoking|
The Good Lot,2500 W New Hope Dr,Cedar Park,TX,78613,(512) 986-4037,,5,39,1,30.523562,-97.864853,http://www.thegoodlotcp.com,Beer Gardens|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Good for Groups|Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Happy Hour Specials|Beer & Wine Only|Wheelchair Accessible|TV|Heated outdoor seating|Covered outdoor seating|,Masks required|No Smoking|
Slackers Brewing,12233 N Fm 620Ste 204,Austin,TX,78750,(512) 284-7639,,5,1,1,30.462239,-97.814068,https://slackersbrewing.com,Brewpubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 10:00 PM|,Offers Takeout|Accepts Credit Cards|Good For Kids|Happy Hour Specials|Wheelchair Accessible|Covered outdoor seating|,No Delivery|Masks required|Staff wears masks|Offers Catering|
Red Horn Brewery and Roastery,1615 Scottsdale Dr Bldg 1Ste 110,Leander,TX,78641,(737) 843-7084,,4,18,1,30.550526,-97.815416,https://redhornbrew.com,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|,Offers Takeout|Good For Kids|Private Lot Parking|,
Humble Pint Brewing,11880 Hero Way WSte 208,Leander,TX,78641,(512) 337-5007,$11-30,4.5,34,1,30.578181,-97.869300,https://humblepint.com,Pizza|Brewpubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|12:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 10:00 PM|12:00 PM - 9:00 PM|12:00 PM - 8:00 PM|,Offers Takeout|Masks required|Staff wears masks|Outdoor Seating|Good For Kids|,
The Dig Pub,401 Cypress Creek Rd,Cedar Park,TX,78613,(512) 996-9900,$11-30,4,333,1,30.497995,-97.820681,http://www.thedigpub.com/,Pubs|American (New)|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 11:00 PM|4:00 PM - 11:00 PM|4:00 PM - 11:00 PM|4:00 PM - 11:00 PM|4:00 PM - 11:00 PM|12:00 PM - 12:00 AM ()|11:00 AM - 10:00 PM|,"Offers Takeout|Accepts Credit Cards|Outdoor Seating|Classy, Casual|Moderate Noise|Good for Groups|Good For Kids|Good for Dinner, Late Night|Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Live Music|Best nights on Wednesday, Friday, Saturday|Happy Hour Specials|Beer & Wine Only|Smoking Outside Only|Wheelchair Accessible|TV|",No Reservations|No Delivery|Accepts Apple Pay|Offers Catering|Not Good For Dancing|No Pool Table|
The Republic Kitchen + Bar,15609 Ronald Reagan Blvd,Leander,TX,78641,(512) 456-0940,Moderate,4,121,1,30.563112,-97.800681,https://www.therepublickitchen…,"Bars|Beer, Wine & Spirits|Desserts|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 10:00 PM|,Offers Takeout|Staff wears masks|Accepts Credit Cards|Outdoor Seating|Moderate Noise|TV|,No Reservations|Accepts Apple Pay|
Leander Beer Market,106 W Willis St,Leander,TX,78641,(512) 271-7096,Under $10,4,147,1,30.579143,-97.853944,,Sports Bars|Beer Bar|Pizza|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,12:00 PM - 11:00 PM|12:00 PM - 11:00 PM|12:00 PM - 11:00 PM|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 11:00 PM|,"Offers Takeout|Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Good for Groups|Good for Dinner|Pool Table|Street Parking|Bike Parking|Live Music|Best nights on Wednesday, Thursday, Friday|Beer & Wine Only|Smoking Outside Only|TV|",No Reservations|No Delivery|Accepts Android Pay|Accepts Apple Pay|Offers Catering|Not Good For Kids|Not Good For Dancing|No Waiter Service|No Wi-Fi|
