name,status,address,city,state,postal_code,longitude,latitude,telephone,price,rating_value,review_count,website,tags,day,hours,accommodations,unacommodations
Back Unturned Brewing,516 Brooklyn Ave,San Antonio,TX,78215,(210) 257-0022,$11-30,4.5,231,1,29.433059,-98.484562,http://www.backunturned.com,Brewpubs|Pizza|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 12:00 AM ()|11:00 AM - 12:00 AM ()|11:00 AM - 10:00 PM|,Takes Reservations|Offers Takeout|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Moderate Noise|Street Parking|Bike Parking|Waiter Service|Free Wi-Fi|Happy Hour Specials|Beer & Wine Only|Wheelchair Accessible|TV|Offers Military Discount|,No Delivery|Masks required|Offers Catering|Dogs Not Allowed|Heated outdoor seating|Covered outdoor seating|
Hops and Hounds,13838 Jones Maltsberger Rd,San Antonio,TX,78247,(210) 592-9400,,4,109,1,29.567230,-98.452548,,Brewpubs|American (New)|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 12:00 AM ()|11:00 AM - 12:00 AM ()|11:00 AM - 12:00 AM ()|11:00 AM - 10:00 PM|,Offers Delivery|Offers Takeout|Masks required|Outdoor Seating|Moderate Noise|Private Lot Parking|Dogs Allowed|,
Blue Star Brewing,7400 San Pedro AveFl 1,San Antonio,TX,78216,,,5,1,1,29.518214,-98.495570,https://www.northstarmall.com/…,Beer Bar|Brewpubs|,||||||,||||||,Offers Delivery|Offers Takeout|Masks required|,
Longtab Brewing,4700 Timco WSte 105,San Antonio,TX,78238,(210) 974-4766,$11-30,4.5,82,1,29.478323,-98.595094,http://www.longtabbrewing.com,Brewpubs|Coffee & Tea|American (New)|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 8:00 PM|,"Offers Delivery|Offers Takeout|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Outdoor Seating|Moderate Noise|Street Parking, Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Happy Hour Specials|Beer & Wine Only|Dogs Allowed|Wheelchair Accessible|TV|Gender-neutral restrooms|Offers Military Discount|Open to All|",No Reservations|Masks required|Staff wears masks|Accepts Cryptocurrency|Offers Catering|Heated outdoor seating|Covered outdoor seating|Private dining|
Alamo Beer Company,202 Lamar St,San Antonio,TX,78202,(210) 872-5589,Moderate,4,173,1,29.429416,-98.477224,http://www.alamobeer.com,Breweries|Beer Gardens|Venues & Event Spaces|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 8:00 PM|,"Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Trendy, Casual|Moderate Noise|Good for Groups|Good For Kids|Private Lot Parking|Bike Parking|Live Music|Best nights on Thursday, Friday, Saturday|Beer & Wine Only|Smoking Outside Only|Dogs Allowed|Wheelchair Accessible|TV|",No Takeout|Accepts Apple Pay|Offers Catering|Not Good For Dancing|Not Good For Working|
Busted Sandal Brewing Company,7114 Oaklawn Dr,San Antonio,TX,78229,(210) 474-0330,Moderate,4.5,84,1,29.498882,-98.555781,http://www.bustedsandalbrewing…,Brewpubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|4:30 PM - 10:00 PM|4:30 PM - 10:00 PM|4:30 PM - 10:00 PM|12:00 PM - 10:00 PM|2:00 PM - 8:00 PM|,Offers Takeout|Many Vegetarian Options|Accepts Credit Cards|Moderate Noise|Private Lot Parking|Bike Parking|Dogs Allowed|Gender-neutral restrooms|,Accepts Android Pay|Accepts Apple Pay|Offers Catering|
Southerleigh Fine Food and Brewery,136 E Grayson StSte 120,San Antonio,TX,78215,(210) 455-5701,$11-30,4,1347,1,29.442539,-98.480662,https://www.southerleigh.com/l…,Breweries|American (New)|Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|10:00 AM - 11:00 PM|10:00 AM - 9:00 PM|,"Takes Reservations|Offers Takeout|Masks required|Staff wears masks|Vegan Options|Limited Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Trendy, Classy, Casual|Moderate Noise|Offers Catering|Good for Groups|Good For Kids|Good for Brunch, Lunch, Dinner|Garage Parking, Street Parking, Valet Parking|Bike Parking|Waiter Service|Free Wi-Fi|Best nights on Friday, Saturday, Sunday|Happy Hour Specials|Beer & Wine Only|Dogs Allowed|Wheelchair Accessible|TV|Offers Military Discount|",Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Not Good For Dancing|Not Good For Working|No Pool Table|No Smoking|
The Hoppy Monk,1010 N Loop 1604 E,San Antonio,TX,78232,(210) 545-3330,$11-30,4,831,1,29.609201,-98.477709,https://thehoppymonk.com,Gastropubs|Beer Bar|Cocktail Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|4:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 2:00 AM ()|12:00 PM - 2:00 AM ()|11:00 AM - 10:00 PM|,"Offers Delivery|Offers Takeout|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Outdoor Seating|Hipster, Casual|Moderate Noise|Casual Dress|Good for Groups|Good For Kids|Good for Brunch, Lunch, Dinner, Late Night|Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Best nights on Friday, Saturday, Sunday|Happy Hour Specials|Full Bar|Smoking Outside Only|Dogs Allowed|Wheelchair Accessible|TV|Latinx-owned|Covered outdoor seating|",No Reservations|Masks required|Offers Catering|Not Good For Dancing|No Pool Table|
Black Laboratory Brewing,1602 E Houston,San Antonio,TX,78202,(210) 370-3442,Moderate,5,17,1,29.424663,-98.473163,http://www.blacklaboratorybrew…,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 8:00 PM|,Offers Takeout|Masks required|Staff wears masks|Accepts Credit Cards|Moderate Noise|Bike Parking|Dogs Allowed|Wheelchair Accessible|Heated outdoor seating|Covered outdoor seating|,No Delivery|
Freetail Brewing,2000 S Presa St,San Antonio,TX,78210,(210) 625-6000,Inexpensive,4.5,75,1,29.401626,-98.482274,http://www.freetailbrewing.com,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|4:00 PM - 9:00 PM|4:00 PM - 9:00 PM|4:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 8:00 PM|,Offers Delivery|Offers Takeout|Many Vegetarian Options|Accepts Credit Cards|Accepts Apple Pay|Moderate Noise|Private Lot Parking|Bike Parking|,Accepts Android Pay|Offers Catering|
Third Brewsday,420 S Alamo St,San Antonio,TX,78205,,,4.5,2,1,29.420467,-98.487747,Get Directions,Local Flavor|,||||||,||||||,Good For Kids|,
Flying Saucer Draught Emporium,11255 Huebner Rd,San Antonio,TX,78230,(210) 696-5080,$11-30,4,659,1,29.548010,-98.577370,http://www.beerknurd.com,Claimed|Bars|American (Traditional)|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 12:00 AM ()|11:00 AM - 12:00 AM ()|11:00 AM - 11:00 PM|,"Offers Delivery|Offers Takeout|Masks required|Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Casual|Loud|Offers Catering|Good for Groups|Good for Dinner, Late Night|Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Best nights on Friday, Saturday, Sunday|Happy Hour Specials|Beer & Wine Only|Dogs Allowed|Wheelchair Accessible|TV|Open to All|",No Reservations|Accepts Android Pay|Accepts Apple Pay|Not Good For Kids|Not Good For Dancing|No Pool Table|No Smoking|
Guadalupe Brewing,1586 Wald Rd,New Braunfels,TX,78132,(512) 878-9214,$11-30,4.5,196,1,29.684796,-98.163605,https://guadalupebrew.com,Brewpubs|Pizza|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|5:00 PM - 9:00 PM|5:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 7:00 PM|,"Offers Takeout|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Moderate Noise|Offers Catering|Good For Kids|Street Parking, Private Lot Parking|Bike Parking|Beer & Wine Only|Dogs Allowed|Wheelchair Accessible|TV|Gender-neutral restrooms|Latinx-owned|Women-owned|Offers Military Discount|Covered outdoor seating|",No Delivery|Masks required|Staff wears masks|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Not Good For Working|No Waiter Service|No Wi-Fi|No Happy Hour|No Drive-Thru|Heated outdoor seating|
Barrelman Brewing,103 Ranger DrSte A,Boerne,TX,78006,(830) 331-1055,,5,6,1,29.802250,-98.754633,http://www.barrelmanbeer.com,Brewpubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|2:00 PM - 9:00 PM|2:00 PM - 10:00 PM|12:00 PM - 10:00 PM|Closed|,Offers Takeout|Masks required|Staff wears masks|Accepts Credit Cards|Good For Kids|Wheelchair Accessible|,No Delivery|Offers Catering|
Z BrewZ Beer,39 Rust Ln,Boerne,TX,78006,(830) 336-2055,,5,2,1,29.817867,-98.652109,https://www.zbrewzbeerco.com,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|4:00 PM - 9:00 PM|4:00 PM - 10:00 PM|12:00 PM - 10:00 PM|4:00 PM - 9:00 PM|,,
Hidden Tavern,11407 West Ave,San Antonio,TX,78213,(210) 541-0001,Inexpensive,4,46,1,29.543969,-98.512098,http://www.hiddentavern.com,Dive Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,2:00 PM - 2:00 AM ()|2:00 PM - 2:00 AM ()|2:00 PM - 2:00 AM ()|2:00 PM - 2:00 AM ()|2:00 PM - 2:00 AM ()|2:00 PM - 2:00 AM ()|2:00 PM - 2:00 AM ()|,"Accepts Credit Cards|Outdoor Seating|Divey, Casual|Loud|Good for Groups|Good For Dancing|Pool Table|Bike Parking|DJ|Best nights on Friday, Saturday, Sunday|Happy Hour Specials|Full Bar|TV|",No Reservations|
Islla Street Brewing,11911 Crosswinds WaySte 201,San Antonio,TX,78233,(512) 221-4227,Inexpensive,4.5,56,1,29.547928,-98.376447,http://Www.isllastreetbrewing.…,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|Closed|4:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 8:00 PM|,Masks required|Many Vegetarian Options|Accepts Credit Cards|Moderate Noise|Private Lot Parking|Dogs Allowed|Gender-neutral restrooms|,No Delivery|No Takeout|Offers Catering|Not Good For Kids|
Big Hops Huebner,11224 Huebner Rd,San Antonio,TX,78230,(210) 877-9663,Moderate,4.5,86,1,29.546425,-98.575934,http://www.bighops.com,Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,3:00 PM - 12:00 AM ()|3:00 PM - 12:00 AM ()|3:00 PM - 12:00 AM ()|3:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 1:00 AM ()|12:00 PM - 12:00 AM ()|,"Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Good for Groups|Private Lot Parking|Bike Parking|Free Wi-Fi|Best nights on Wednesday, Friday, Saturday|Happy Hour Specials|Beer & Wine Only|Wheelchair Accessible|TV|Offers Military Discount|",No Reservations|Accepts Android Pay|Accepts Apple Pay|Not Good For Dancing|No Pool Table|Dogs Not Allowed|
Cibolo Creek Brewing,448 S Main St,Boerne,TX,78006,(830) 816-5275,$11-30,4.5,360,1,29.790041,-98.730157,http://www.cibolocreekbrewing.…,Breweries|Breakfast & Brunch|American (Traditional)|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|Closed|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 8:00 PM|,"Offers Takeout|Staff wears masks|Vegan Options|Accepts Credit Cards|Outdoor Seating|Trendy, Casual|Moderate Noise|Good for Groups|Good For Kids|Good for Brunch, Lunch, Dinner|Street Parking|Bike Parking|Free Wi-Fi|Beer & Wine Only|Dogs Allowed|Wheelchair Accessible|TV|Heated outdoor seating|Covered outdoor seating|",No Reservations|No Delivery|Accepts Apple Pay|Accepts Cryptocurrency|Offers Catering|No Waiter Service|
Burleson Yard Beer Garden,430 Austin St,San Antonio,TX,78215,(210) 354-3001,Under $10,4,179,1,29.432521,-98.478396,,American (New)|Beer Gardens|Cocktail Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,3:00 PM - 12:00 AM ()|3:00 PM - 12:00 AM ()|3:00 PM - 12:00 AM ()|3:00 PM - 2:00 AM ()|3:00 PM - 2:00 AM ()|12:00 PM - 2:00 AM ()|12:00 PM - 12:00 AM ()|,"Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Trendy, Casual|Moderate Noise|Casual Dress|Good for Groups|Good For Kids|Good for Lunch|Good For Dancing|Pool Table|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Best nights on Friday, Saturday, Sunday|Happy Hour Specials|Full Bar|Smoking Outside Only|Dogs Allowed|TV|",No Reservations|No Delivery|No Takeout|Accepts Android Pay|Accepts Apple Pay|Offers Catering|No Waiter Service|
Vista Brewing,1333 Buena Vista StSte 107,San Antonio,TX,78207,,,4.5,4,1,29.425967,-98.513363,http://www.vistabrewingtx.com,Beer Gardens|Breweries|Sandwiches|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|11:00 AM - 7:00 PM|11:00 AM - 8:00 PM|11:00 AM - 8:00 PM|11:00 AM - 8:00 PM|,Street Parking|,
Big Hops - Shaenfield,7915 W Loop 1604 NSte 112,San Antonio,TX,78254,(210) 314-1205,Moderate,4.5,28,1,29.513954,-98.696702,http://www.bighops.com,Beer Bar|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,3:00 PM - 12:00 AM ()|3:00 PM - 12:00 AM ()|3:00 PM - 12:00 AM ()|3:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 1:00 AM ()|12:00 PM - 12:00 AM ()|,Accepts Credit Cards|Outdoor Seating|Casual|Good for Groups|Private Lot Parking|Free Wi-Fi|Beer & Wine Only|TV|,No Reservations|Not Good For Dancing|No Pool Table|
Yard House,849 E Commerce StSte 409,San Antonio,TX,78205,(210) 354-3844,$11-30,4,656,1,29.424017,-98.484616,https://YardHouse.com,American (New)|Bars|Vegetarian|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 1:00 AM ()|11:00 AM - 1:00 AM ()|11:00 AM - 1:00 AM ()|11:00 AM - 1:00 AM ()|11:00 AM - 1:20 AM ()|11:00 AM - 1:20 AM ()|11:00 AM - 1:00 AM ()|,"Offers Takeout|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Accepts Apple Pay|Casual, Trendy|Moderate Noise|Good for Groups|Good For Kids|Good for Lunch, Dinner, Late Night, Dessert|Garage Parking, Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Best nights on Tuesday, Friday, Saturday|Happy Hour Specials|Full Bar|TV|",No Reservations|No Delivery|Masks required|No Outdoor Seating|Offers Catering|Not Good For Dancing|No Pool Table|No Smoking|Dogs Not Allowed|
Busted Sandal Brewing,14743 Old Bandera Rd,Helotes,TX,78023,(210) 872-1486,,4.5,10,1,29.579813,-98.692908,,Breweries|,||||||,||||||,Street Parking|Dogs Allowed|,
The Modernist,516 E Grayson St,San Antonio,TX,78215,(210) 901-8646,Moderate,4.5,148,1,29.443037,-98.474751,,Cocktail Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|5:00 PM - 12:00 AM ()|5:00 PM - 12:00 AM ()|5:00 PM - 12:00 AM ()|5:00 PM - 2:00 AM ()|5:00 PM - 2:00 AM ()|Closed|,"Masks required|Staff wears masks|Accepts Credit Cards|Outdoor Seating|Intimate, Upscale, Classy, Casual|Moderate Noise|Casual Dress|Good for Groups|Street Parking|Bike Parking|Free Wi-Fi|Best nights on Friday, Saturday|Full Bar|Smoking Outside Only|Dogs Allowed|Wheelchair Accessible|Open to All|Heated outdoor seating|",No Reservations|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Not Good For Dancing|No Pool Table|No Happy Hour|No TV|
New Braunfels Brewing Co,180 W Mill StSte 100,New Braunfels,TX,78130,(830) 626-2739,Inexpensive,4,47,1,29.703070,-98.126816,https://new-braunfels-brewing-…,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|3:00 PM - 9:00 PM|1:00 PM - 9:00 PM|11:00 AM - 10:00 PM|12:00 PM - 8:00 PM|,"Offers Delivery|Accepts Credit Cards|Accepts Apple Pay|Street Parking, Private Lot Parking|Bike Parking|Happy Hour Specials|Dogs Allowed|Wheelchair Accessible|Gender-neutral restrooms|Covered outdoor seating|",No Takeout|Accepts Android Pay|Offers Catering|
The Esquire Tavern,155 E Commerce St,San Antonio,TX,78205,(210) 222-2521,$11-30,4,2720,1,29.424733,-98.491768,Find a Table,Lounges|Burgers|American (Traditional)|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:30 AM - 10:00 PM|11:30 AM - 10:00 PM|11:30 AM - 10:00 PM|11:30 AM - 12:00 AM ()|11:30 AM - 2:00 AM ()|11:30 AM - 2:00 AM ()|11:30 AM - 10:00 PM|,"Takes Reservations|Offers Takeout|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Classy, Casual|Moderate Noise|Casual Dress|Good for Groups|Good for Lunch, Dinner, Late Night|Garage Parking, Street Parking|Waiter Service|Free Wi-Fi|Best nights on Thursday, Friday, Saturday|Happy Hour Specials|Full Bar|Wheelchair Accessible|TV|Covered outdoor seating|Private dining|",No Delivery|Masks required|Accepts Android Pay|Accepts Apple Pay|Offers Catering|Not Good For Kids|Not Good For Dancing|Not Good For Working|No Pool Table|No Bike Parking|No Drive-Thru|Dogs Not Allowed|Heated outdoor seating|
Bar 1919,1420 S Alamo St,San Antonio,TX,78204,(210) 227-1420,Moderate,4.5,388,1,29.409750,-98.495766,https://www.bar1919.com,Lounges|Cocktail Bars|Whiskey Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 2:00 AM ()|4:00 PM - 2:00 AM ()|4:00 PM - 2:00 AM ()|4:00 PM - 2:00 AM ()|4:00 PM - 2:00 AM ()|4:00 PM - 2:00 AM ()|4:00 PM - 2:00 AM ()|,"Takes Reservations|Staff wears masks|Accepts Credit Cards|Outdoor Seating|Trendy, Classy|Moderate Noise|Casual Dress|Good for Groups|Private Lot Parking|Bike Parking|Free Wi-Fi|Best nights on Thursday, Friday, Saturday|Happy Hour Specials|Full Bar|Smoking Outside Only|Wheelchair Accessible|TV|",Accepts Apple Pay|Not Good For Dancing|No Pool Table|Dogs Not Allowed|
Taste Of San Antonio,3201 E Houston St,San Antonio,TX,78219,,$31-60,5,2,1,29.427029,-98.439438,Get Directions,Bars|Burgers|,||||||,||||||,Takes Reservations|Accepts Credit Cards|Good for Groups|Good For Kids|Bike Parking|Live Music|Beer & Wine Only|TV|,No Delivery|No Takeout|
Cactus Land Brewing,368 County Rd 325Unit B,Adkins,TX,78101,(210) 414-2776,Inexpensive,4.5,46,1,29.289946,-98.254321,http://www.cactuslandbrewing.c…,Breweries|,||||||,||||||,"Offers Takeout|Accepts Credit Cards|Good For Kids|Street Parking, Private Lot Parking|Bike Parking|Wheelchair Accessible|Covered outdoor seating|",Masks required|Staff wears masks|Accepts Apple Pay|Offers Catering|
The Friendly Spot Ice House,943 S Alamo St,San Antonio,TX,78205,(210) 224-2337,Under $10,3.5,549,1,29.414498,-98.490599,http://www.thefriendlyspot.com,Beer Gardens|Mexican|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|,"Offers Takeout|Masks required|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Good for Groups|Good For Kids|Good for Late Night|Street Parking|Bike Parking|Free Wi-Fi|Best nights on Friday, Saturday, Sunday|Happy Hour Specials|Full Bar|Smoking Outside Only|Dogs Allowed|Wheelchair Accessible|TV|Gender-neutral restrooms|Women-owned|Open to All|",No Reservations|No Delivery|Accepts Apple Pay|Accepts Cryptocurrency|Offers Catering|Not Good For Dancing|No Waiter Service|
5 Stones Artisan Brewery,11335 Fm 1863,New Braunfels,TX,78132,(830) 609-9046,Moderate,4.5,55,1,29.710326,-98.261434,http://5stonesbrewery.com,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|12:00 PM - 9:00 PM|12:00 PM - 9:00 PM|Closed|,"Offers Takeout|Many Vegetarian Options|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Good For Kids|Street Parking, Private Lot Parking|Dogs Allowed|Offers Military Discount|Open to All|Heated outdoor seating|Covered outdoor seating|",No Delivery|Masks required|Staff wears masks|Accepts Cryptocurrency|Offers Catering|No Bike Parking|No Happy Hour|No Drive-Thru|Not Wheelchair Accessible|
Big Hops- Bitters,226 W Bitters RdSte 108,San Antonio,TX,78216,(210) 437-3588,Moderate,4.5,38,1,29.566116,-98.486548,http://www.bighops.com,Beer Bar|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,3:00 PM - 12:00 AM ()|3:00 PM - 12:00 AM ()|3:00 PM - 12:00 AM ()|3:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 1:00 AM ()|12:00 PM - 12:00 AM ()|,"Takes Reservations|Masks required|Staff wears masks|Accepts Credit Cards|Outdoor Seating|Casual, Classy|Moderate Noise|Good for Groups|Pool Table|Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Best nights on Wednesday|Beer & Wine Only|Smoking Outside Only|Dogs Allowed|Wheelchair Accessible|TV|Offers Military Discount|",Not Good For Dancing|
Texas Crafthouse,18866 Stone Oak PkwyUnit 105,San Antonio,TX,78258,,,,,1,29.614977,-98.493122,Get Directions,Cocktail Bars|Coffee & Tea|Beer Bar|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,1:00 PM - 8:00 PM|1:00 PM - 8:00 PM|1:00 PM - 8:00 PM|1:00 PM - 8:00 PM|1:00 PM - 10:00 PM|1:00 PM - 10:00 PM|1:00 PM - 7:00 PM|,Offers Takeout|Masks required|Staff wears masks|Accepts Credit Cards|Accepts Apple Pay|Private Lot Parking|Full Bar|Smoking Outside Only|Dogs Allowed|Wheelchair Accessible|TV|Women-owned|Open to All|,No Reservations|No Delivery|Accepts Android Pay|Accepts Cryptocurrency|No Outdoor Seating|Offers Catering|No Bike Parking|No Wi-Fi|No Happy Hour|
Filling Station Tap Room,701 S Saint Marys St,San Antonio,TX,78204,,Under $10,4.5,63,1,29.417437,-98.490395,Get Directions,Pizza|Beer Bar|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,5:00 PM - 11:00 PM|5:00 PM - 11:00 PM|5:00 PM - 11:00 PM|5:00 PM - 11:00 PM|5:00 PM - 11:00 PM|5:00 PM - 11:00 PM|Closed|,"Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Hipster|Quiet|Good for Groups|Street Parking, Private Lot Parking|Bike Parking|Best nights on Monday, Friday|Beer & Wine Only|TV|",No Reservations|No Delivery|No Takeout|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Not Good For Kids|No Pool Table|No Waiter Service|No Wi-Fi|
Cured,306 Pearl PkwySte 101,San Antonio,TX,78215,(210) 314-3929,$11-30,4,1137,1,29.441980,-98.479888,http://curedatpearl.com,Cocktail Bars|American (New)|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|12:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 9:00 PM|,"Takes Reservations|Offers Delivery|Offers Takeout|Pescatarian Options|Vegan Options|Limited Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Trendy, Classy|Moderate Noise|Casual Dress|Good for Groups|Good for Lunch, Dinner|Garage Parking, Street Parking|Bike Parking|Waiter Service|Free Wi-Fi|Best nights on Tuesday, Friday, Saturday|Happy Hour Specials|Full Bar|TV|Covered outdoor seating|",Accepts Android Pay|Accepts Apple Pay|Offers Catering|Not Good For Kids|Not Good For Dancing|No Pool Table|No Smoking|Dogs Not Allowed|
Cullum's Attagirl,726 E Mistletoe,San Antonio,TX,78212,(210) 437-4263,$11-30,4,518,1,29.453132,-98.485025,https://www.cullumsattagirl.co…,Beer Bar|Breakfast & Brunch|Chicken Wings|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|,"Offers Delivery|Offers Takeout|Masks required|Staff wears masks|Vegan Options|Accepts Credit Cards|Accepts Apple Pay|Outdoor Seating|Hipster, Divey, Casual|Moderate Noise|Good for Groups|Good For Kids|Good for Dinner, Late Night|Street Parking|Bike Parking|Free Wi-Fi|Best nights on Friday, Saturday, Sunday|Beer & Wine Only|Dogs Allowed|Gender-neutral restrooms|",No Reservations|Accepts Cryptocurrency|Offers Catering|Not Good For Dancing|No Pool Table|No Waiter Service|No Happy Hour|Not Wheelchair Accessible|No TV|
Stout House,11851 Bandera RdSte 119,Helotes,TX,78023,(210) 637-9094,Moderate,3.5,74,1,29.553623,-98.670960,http://www.stouthousesa.com,Pubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,2:00 PM - 2:00 AM ()|2:00 PM - 2:00 AM ()|2:00 PM - 2:00 AM ()|2:00 PM - 2:00 AM ()|2:00 PM - 2:00 AM ()|2:00 PM - 2:00 AM ()|2:00 PM - 2:00 AM ()|,Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Good for Groups|Pool Table|Bike Parking|Juke Box|Best nights on Monday|Happy Hour Specials|Full Bar|Smoking Outside Only|Wheelchair Accessible|TV|,No Reservations|Accepts Apple Pay|Not Good For Dancing|No Wi-Fi|
